Entry,Name,Species,Instance,Nature,Item,Move 1,Move 2,Move 3,Move 4,Move 1 Class,Move 2 Class,Move 3 Class,Move 4 Class,Possible Ability,Lv 100 speed,Lv 50 Speed,Attack,Defense,Support,Attack_50,Defense_50,Support_50,CONTAINS_ATK,ATK_COUNT,CONTAINS_DEF,DEF_COUNT,CONTAINS_SPT,SPT_COUNT,ALL3,NumClasses,R_ATK,R_DEF,NOMOVE,R_ATK_50,R_DEF_50,NOMOVE_50,AI_ATK,AI_DEF,AI_SPT,AI_ATK_50,AI_DEF_50,AI_SPT_50
76,Baltoy 1,Baltoy,1,Naughty,Persim Berry,Psybeam,AncientPower,Light Screen,Mud-Slap,Psybeam ATK,AncientPower ATK,Light Screen DEF,Mud-Slap ATK,Levitate,146,75,0.2,0.7,0.1,0.7,0.22,0.08,1,3,1,1,0,0,0,2,0.05,0,0.05,0.04,0,0.04,0.2,0.7,0,0.7,0.22,0
77,Snorunt 1,Snorunt,1,Brave,Persim Berry,Icy Wind,Headbutt,Leer,Bite,Icy Wind ATK,Headbutt ATK,Leer SPT,Bite ATK,Inner Focus,122,63,0.7,0.15,0.15,0.32,0.6,0.08,1,3,0,0,1,1,0,2,0.075,0,0.075,0.3,0,0.3,0.7,0,0.15,0.32,0,0.08
78,Bagon 1,Bagon,1,Naughty,Liechi Berry,DragonBreath,Headbutt,Brick Break,Scary Face,DragonBreath ATK,Headbutt ATK,Brick Break ATK,Scary Face SPT,Rock Head,136,70,0.2,0.7,0.1,0.7,0.22,0.08,1,3,0,0,1,1,0,2,0.35,0,0.35,0.11,0,0.11,0.2,0,0.1,0.7,0,0.08
79,Beldum 1,Beldum,1,Hardy,Choice Band,Take Down,---,---,---,Take Down ATK,#N/A,#N/A,#N/A,Clear Body,96,50,0.61,0.07,0.32,0.61,0.07,0.32,1,1,0,0,0,0,0,1,0.195,0,0.195,0.195,0,0.195,0.61,0,0,0.61,0,0
80,Gulpin 1,Gulpin,1,Serious,Lax Incense,Toxic,Yawn,Pain Split,Attract,Toxic SPT,Yawn SPT,Pain Split SPT,Attract SPT,Liquid Ooze / Sticky Hold,116,60,0.34,0.11,0.55,0.29,0.11,0.6,0,0,0,0,1,4,0,1,0,0,0.45,0,0,0.4,0,0,0.55,0,0,0.6
81,Venonat 1,Venonat,1,Relaxed,Sitrus Berry,Psybeam,Supersonic,Stun Spore,Skill Swap,Psybeam ATK,Supersonic SPT,Stun Spore SPT,Skill Swap SPT,Compoundeyes,113,58,0.25,0.15,0.6,0.75,0.15,0.1,1,1,0,0,1,3,0,2,0.075,0,0.075,0.075,0,0.075,0.25,0,0.6,0.75,0,0.1
82,Mankey 1,Mankey,1,Naughty,Black Belt,Karate Chop,Low Kick,Screech,Swagger,Karate Chop ATK,Low Kick ATK,Screech SPT,Swagger SPT,Vital Spirit,176,90,0.2,0.7,0.1,0.7,0.22,0.08,1,2,0,0,1,2,0,2,0.35,0,0.35,0.11,0,0.11,0.2,0,0.1,0.7,0,0.08
83,Machop 1,Machop,1,Adamant,Scope Lens,Seismic Toss,Revenge,Rock Tomb,Scary Face,Seismic Toss ATK,Revenge ATK,Rock Tomb ATK,Scary Face SPT,Guts,106,55,0.38,0.31,0.31,0.7,0.15,0.15,1,3,0,0,1,1,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0,0.31,0.7,0,0.15
84,Shellder 1,Shellder,1,Relaxed,Cheri Berry,Icicle Spear,Supersonic,Clamp,Withdraw,Icicle Spear ATK,Supersonic SPT,Clamp ATK,Withdraw DEF,Shell Armor,104,54,0.25,0.15,0.6,0.75,0.15,0.1,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.25,0.15,0.6,0.75,0.15,0.1
85,Smoochum 1,Smoochum,1,Docile,BrightPowder,Sweet Kiss,Sing,Mud-Slap,Fake Out,Sweet Kiss SPT,Sing SPT,Mud-Slap ATK,Fake Out ATK,Oblivious,166,85,0.56,0.22,0.22,0.56,0.22,0.22,1,2,0,0,1,2,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
86,Numel 1,Numel,1,Hardy,Lax Incense,Ember,Magnitude,Rock Tomb,Sandstorm,Ember ATK,Magnitude ATK,Rock Tomb ATK,Sandstorm DEF,Oblivious,106,55,0.61,0.07,0.32,0.61,0.07,0.32,1,3,1,1,0,0,0,2,0.16,0,0.16,0.16,0,0.16,0.61,0.07,0,0.61,0.07,0
87,Carvanha 1,Carvanha,1,Quiet,Shell Bell,Bite,Screech,Scary Face,Swagger,Bite ATK,Screech SPT,Scary Face SPT,Swagger SPT,Rough Skin,149,76,0.56,0.22,0.22,0.56,0.22,0.22,1,1,0,0,1,3,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
88,Corphish 1,Corphish,1,Brave,Mystic Water,Crabhammer,Water Pulse,Mud-Slap,Protect,Crabhammer ATK,Water Pulse ATK,Mud-Slap ATK,Protect DEF,Hyper Cutter / Shell Armor,95,49,0.7,0.15,0.15,0.32,0.6,0.08,1,3,1,1,0,0,0,2,0.075,0,0.075,0.04,0,0.04,0.7,0.15,0,0.32,0.6,0
89,Charmander 1,Charmander,1,Docile,Focus Band,Fire Spin,Metal Claw,SmokeScreen,Scary Face,Fire Spin ATK,Metal Claw ATK,SmokeScreen SPT,Scary Face SPT,Blaze,166,85,0.56,0.22,0.22,0.56,0.22,0.22,1,2,0,0,1,2,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
90,Cyndaquil 1,Cyndaquil,1,Docile,Sitrus Berry,Ember,Swift,Quick Attack,SmokeScreen,Ember ATK,Swift ATK,Quick Attack ATK,SmokeScreen SPT,Blaze,166,85,0.56,0.22,0.22,0.56,0.22,0.22,1,3,0,0,1,1,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
91,Abra 1,Abra,1,Lonely,TwistedSpoon,Mimic,Metronome,Flash,Seismic Toss,Mimic SPT,Metronome SPT,Flash SPT,Seismic Toss ATK,Synchronize / Inner Focus,279,142,0.2,0.25,0.55,0.84,0.08,0.08,1,1,0,0,1,3,0,2,0.125,0,0.125,0.04,0,0.04,0.2,0,0.55,0.84,0,0.08
92,Doduo 1,Doduo,1,Lonely,Liechi Berry,Fury Attack,Uproar,Mud-Slap,Faint Attack,Fury Attack ATK,Uproar ATK,Mud-Slap ATK,Faint Attack ATK,Run Away / Early Bird,249,127,0.2,0.25,0.55,0.84,0.08,0.08,1,4,0,0,0,0,0,1,0.4,0,0.4,0.08,0,0.08,0.2,0,0,0.84,0,0
93,Gastly 1,Gastly,1,Lonely,Lax Incense,Dream Eater,Hypnosis,Night Shade,Confuse Ray,Dream Eater ATK,Hypnosis SPT,Night Shade ATK,Confuse Ray SPT,Levitate,259,132,0.2,0.25,0.55,0.84,0.08,0.08,1,2,0,0,1,2,0,2,0.125,0,0.125,0.04,0,0.04,0.2,0,0.55,0.84,0,0.08
94,Swablu 1,Swablu,1,Lonely,Mental Herb,Take Down,Dream Eater,Sing,Attract,Take Down ATK,Dream Eater ATK,Sing SPT,Attract SPT,Natural Cure,136,70,0.2,0.25,0.55,0.84,0.08,0.08,1,2,0,0,1,2,0,2,0.125,0,0.125,0.04,0,0.04,0.2,0,0.55,0.84,0,0.08
95,Treecko 1,Treecko,1,Lonely,Scope Lens,Bullet Seed,Aerial Ace,Quick Attack,Double Team,Bullet Seed ATK,Aerial Ace ATK,Quick Attack ATK,Double Team DEF,Overgrow,176,90,0.2,0.25,0.55,0.84,0.08,0.08,1,3,1,1,0,0,0,2,0.275,0,0.275,0.04,0,0.04,0.2,0.25,0,0.84,0.08,0
96,Torchic 1,Torchic,1,Lonely,BrightPowder,Fire Spin,Quick Attack,Sand-Attack,Double Team,Fire Spin ATK,Quick Attack ATK,Sand-Attack SPT,Double Team DEF,Blaze,126,65,0.2,0.25,0.55,0.84,0.08,0.08,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.2,0.25,0.55,0.84,0.08,0.08
97,Mudkip 1,Mudkip,1,Docile,Focus Band,Whirlpool,Endeavor,Mud Sport,Mud-Slap,Whirlpool ATK,Endeavor ATK,Mud Sport DEF,Mud-Slap ATK,Torrent,116,60,0.56,0.22,0.22,0.56,0.22,0.22,1,3,1,1,0,0,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0.22,0,0.56,0.22,0
98,Squirtle 1,Squirtle,1,Docile,Sitrus Berry,Water Pulse,Bite,Withdraw,Protect,Water Pulse ATK,Bite ATK,Withdraw DEF,Protect DEF,Torrent,122,63,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,2,0,0,0,2,0.055,0.055,0.11,0.055,0.055,0.11,0.56,0.22,0,0.56,0.22,0
99,Totodile 1,Totodile,1,Docile,Scope Lens,Slash,Water Pulse,Screech,Icy Wind,Slash ATK,Water Pulse ATK,Screech SPT,Icy Wind ATK,Torrent,122,63,0.56,0.22,0.22,0.56,0.22,0.22,1,3,0,0,1,1,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
100,Slowpoke 1,Slowpoke,1,Brave,Sitrus Berry,Confusion,Disable,Water Pulse,Yawn,Confusion ATK,Disable SPT,Water Pulse ATK,Yawn SPT,Oblivious / Own Tempo,59,31,0.7,0.15,0.15,0.32,0.6,0.08,1,2,0,0,1,2,0,2,0.075,0,0.075,0.3,0,0.3,0.7,0,0.15,0.32,0,0.08
101,Bulbasaur 1,Bulbasaur,1,Relaxed,BrightPowder,Razor Leaf,Sweet Scent,Sleep Powder,Light Screen,Razor Leaf ATK,Sweet Scent SPT,Sleep Powder SPT,Light Screen DEF,Overgrow,113,58,0.25,0.15,0.6,0.75,0.15,0.1,1,1,1,1,1,2,1,3,0,0,0,0,0,0,0.25,0.15,0.6,0.75,0.15,0.1
102,Chikorita 1,Chikorita,1,Relaxed,BrightPowder,Secret Power,Bullet Seed,Mud-Slap,Light Screen,Secret Power ATK,Bullet Seed ATK,Mud-Slap ATK,Light Screen DEF,Overgrow,113,58,0.25,0.15,0.6,0.75,0.15,0.1,1,3,1,1,0,0,0,2,0.3,0,0.3,0.05,0,0.05,0.25,0.15,0,0.75,0.15,0
103,Oddish 1,Oddish,1,Relaxed,Pecha Berry,Acid,Stun Spore,Sweet Scent,Moonlight,Acid ATK,Stun Spore SPT,Sweet Scent SPT,Moonlight DEF,Chlorophyll,86,45,0.25,0.15,0.6,0.75,0.15,0.1,1,1,1,1,1,2,1,3,0,0,0,0,0,0,0.25,0.15,0.6,0.75,0.15,0.1
104,Psyduck 1,Psyduck,1,Hasty,Persim Berry,Confusion,Fury Swipes,Aerial Ace,Disable,Confusion ATK,Fury Swipes ATK,Aerial Ace ATK,Disable SPT,Damp / Cloud Nine,160,83,0.58,0.37,0.05,0.88,0.06,0.06,1,3,0,0,1,1,0,2,0.185,0,0.185,0.03,0,0.03,0.58,0,0.05,0.88,0,0.06
105,Cubone 1,Cubone,1,Hardy,Soft Sand,Bone Club,Headbutt,Brick Break,Aerial Ace,Bone Club ATK,Headbutt ATK,Brick Break ATK,Aerial Ace ATK,Rock Head / Lightningrod,106,55,0.61,0.07,0.32,0.61,0.07,0.32,1,4,0,0,0,0,0,1,0.195,0,0.195,0.195,0,0.195,0.61,0,0,0.61,0,0
106,Goldeen 1,Goldeen,1,Docile,Petaya Berry,Waterfall,Fury Attack,Agility,Psybeam,Waterfall ATK,Fury Attack ATK,Agility DEF,Psybeam ATK,Swift Swim / Water Veil,162,83,0.56,0.22,0.22,0.56,0.22,0.22,1,3,1,1,0,0,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0.22,0,0.56,0.22,0
107,Natu 1,Natu,1,Relaxed,TwistedSpoon,Night Shade,Future Sight,Confuse Ray,Flash,Night Shade ATK,Future Sight ATK,Confuse Ray SPT,Flash SPT,Synchronize / Early Bird,158,81,0.25,0.15,0.6,0.75,0.15,0.1,1,2,0,0,1,2,0,2,0.075,0,0.075,0.075,0,0.075,0.25,0,0.6,0.75,0,0.1
108,Clefairy 1,Clefairy,1,Lonely,Lax Incense,Follow Me,Return,Encore,Sing,Follow Me DEF,Return ATK,Encore SPT,Sing SPT,Cute Charm,106,55,0.2,0.25,0.55,0.84,0.08,0.08,1,1,1,1,1,2,1,3,0,0,0,0,0,0,0.2,0.25,0.55,0.84,0.08,0.08
109,Magnemite 1,Magnemite,1,Gentle,Rawst Berry,Shock Wave,Supersonic,Metal Sound,Reflect,Shock Wave ATK,Supersonic SPT,Metal Sound SPT,Reflect DEF,Magnet Pull / Sturdy,189,97,0.18,0.7,0.12,0.9,0.05,0.05,1,1,1,1,1,2,1,3,0,0,0,0,0,0,0.18,0.7,0.12,0.9,0.05,0.05
110,Seel 1,Seel,1,Hardy,Aspear Berry,Aurora Beam,Dive,Body Slam,Fake Out,Aurora Beam ATK,Dive ATK,Body Slam ATK,Fake Out ATK,Thick Fat,126,65,0.61,0.07,0.32,0.61,0.07,0.32,1,4,0,0,0,0,0,1,0.195,0,0.195,0.195,0,0.195,0.61,0,0,0.61,0,0
111,Grimer 1,Grimer,1,Quirky,Pecha Berry,Sludge,Rock Tomb,Acid Armor,Minimize,Sludge ATK,Rock Tomb ATK,Acid Armor DEF,Minimize DEF,Stench / Sticky Hold,86,45,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,2,0,0,0,2,0.055,0.055,0.11,0.055,0.055,0.11,0.56,0.22,0,0.56,0.22,0
112,Krabby 1,Krabby,1,Hardy,Focus Band,Crabhammer,Mud Shot,Flail,Knock Off,Crabhammer ATK,Mud Shot ATK,Flail ATK,Knock Off ATK,Hyper Cutter / Shell Armor,136,70,0.61,0.07,0.32,0.61,0.07,0.32,1,4,0,0,0,0,0,1,0.195,0,0.195,0.195,0,0.195,0.61,0,0,0.61,0,0
113,Exeggcute 1,Exeggcute,1,Naughty,Persim Berry,Confusion,AncientPower,Leech Seed,Light Screen,Confusion ATK,AncientPower ATK,Leech Seed SPT,Light Screen DEF,Chlorophyll,116,60,0.2,0.7,0.1,0.7,0.22,0.08,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.2,0.7,0.1,0.7,0.22,0.08
114,Eevee 1,Eevee,1,Docile,Salac Berry,Charm,Attract,Flail,Endure,Charm SPT,Attract SPT,Flail ATK,Endure DEF,Run Away,209,107,0.56,0.22,0.22,0.56,0.22,0.22,1,1,1,1,1,2,1,3,0,0,0,0,0,0,0.56,0.22,0.22,0.56,0.22,0.22
115,Drowzee 1,Drowzee,1,Quirky,Sitrus Berry,Confusion,Headbutt,Disable,Barrier,Confusion ATK,Headbutt ATK,Disable SPT,Barrier DEF,Insomnia,120,62,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.56,0.22,0.22,0.56,0.22,0.22
116,Voltorb 1,Voltorb,1,Docile,Lax Incense,Spark,Screech,Rollout,Light Screen,Spark ATK,Screech SPT,Rollout ATK,Light Screen DEF,Soundproof / Static,236,120,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.56,0.22,0.22,0.56,0.22,0.22
117,Chinchou 1,Chinchou,1,Hardy,Lax Incense,Spark,Dive,Confuse Ray,Take Down,Spark ATK,Dive ATK,Confuse Ray SPT,Take Down ATK,Volt Absorb / Illuminate,170,87,0.61,0.07,0.32,0.61,0.07,0.32,1,3,0,0,1,1,0,2,0.035,0,0.035,0.035,0,0.035,0.61,0,0.32,0.61,0,0.32
118,Teddiursa 1,Teddiursa,1,Relaxed,Chesto Berry,Secret Power,Fake Tears,Faint Attack,Rest,Secret Power ATK,Fake Tears SPT,Faint Attack ATK,Rest DEF,Pickup,104,54,0.25,0.15,0.6,0.75,0.15,0.1,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.25,0.15,0.6,0.75,0.15,0.1
119,Delibird 1,Delibird,1,Docile,NeverMeltIce,Present,Ice Ball,Aerial Ace,Hail,Present ATK,Ice Ball ATK,Aerial Ace ATK,Hail DEF,Vital Spirit / Hustle,186,95,0.56,0.22,0.22,0.56,0.22,0.22,1,3,1,1,0,0,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0.22,0,0.56,0.22,0
120,Houndour 1,Houndour,1,Docile,Charcoal,Crunch,Ember,Roar,Protect,Crunch ATK,Ember ATK,Roar SPT,Protect DEF,Early Bird / Flash Fire,166,85,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.56,0.22,0.22,0.56,0.22,0.22
121,Phanpy 1,Phanpy,1,Naughty,Lax Incense,Rollout,Defense Curl,Rock Tomb,Sandstorm,Rollout ATK,Defense Curl DEF,Rock Tomb ATK,Sandstorm DEF,Pickup,116,60,0.2,0.7,0.1,0.7,0.22,0.08,1,2,1,2,0,0,0,2,0.025,0.025,0.05,0.02,0.02,0.04,0.2,0.7,0,0.7,0.22,0
122,Spoink 1,Spoink,1,Relaxed,Sitrus Berry,Psywave,Bounce,Magic Coat,Confuse Ray,Psywave ATK,Bounce ATK,Magic Coat SPT,Confuse Ray SPT,Thick Fat / Own Tempo,140,72,0.25,0.15,0.6,0.75,0.15,0.1,1,2,0,0,1,2,0,2,0.075,0,0.075,0.075,0,0.075,0.25,0,0.6,0.75,0,0.1
123,Aron 1,Aron,1,Docile,Persim Berry,Metal Claw,Aerial Ace,Metal Sound,Roar,Metal Claw ATK,Aerial Ace ATK,Metal Sound SPT,Roar SPT,Sturdy / Rock Head,96,50,0.56,0.22,0.22,0.56,0.22,0.22,1,2,0,0,1,2,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
124,Luvdisc 1,Luvdisc,1,Relaxed,Quick Claw,Sweet Kiss,Attract,Dive,Rain Dance,Sweet Kiss SPT,Attract SPT,Dive ATK,Rain Dance DEF,Swift Swim,207,105,0.25,0.15,0.6,0.75,0.15,0.1,1,1,1,1,1,2,1,3,0,0,0,0,0,0,0.25,0.15,0.6,0.75,0.15,0.1
125,Tentacool 1,Tentacool,1,Hardy,Pecha Berry,BubbleBeam,Acid,Barrier,Wrap,BubbleBeam ATK,Acid ATK,Barrier DEF,Wrap ATK,Clear Body / Liquid Ooze,176,90,0.61,0.07,0.32,0.61,0.07,0.32,1,3,1,1,0,0,0,2,0.16,0,0.16,0.16,0,0.16,0.61,0.07,0,0.61,0.07,0
126,Cacnea 1,Cacnea,1,Quirky,Sitrus Berry,Needle Arm,Faint Attack,Cotton Spore,Sand-Attack,Needle Arm ATK,Faint Attack ATK,Cotton Spore SPT,Sand-Attack SPT,Sand Veil,106,55,0.56,0.22,0.22,0.56,0.22,0.22,1,2,0,0,1,2,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
127,Unown 1,Unown,1,Hardy,Lax Incense,Hidden Power,---,---,---,Hidden Power ATK,#N/A,#N/A,#N/A,Levitate,132,68,0.61,0.07,0.32,0.61,0.07,0.32,1,1,0,0,0,0,0,1,0.195,0,0.195,0.195,0,0.195,0.61,0,0,0.61,0,0
128,Koffing 1,Koffing,1,Quirky,Poison Barb,Sludge,SmokeScreen,Torment,Haze,Sludge ATK,SmokeScreen SPT,Torment SPT,Haze DEF,Levitate,106,55,0.56,0.22,0.22,0.56,0.22,0.22,1,1,1,1,1,2,1,3,0,0,0,0,0,0,0.56,0.22,0.22,0.56,0.22,0.22
129,Staryu 1,Staryu,1,Quirky,Shell Bell,BubbleBeam,Minimize,Swift,Light Screen,BubbleBeam ATK,Minimize DEF,Swift ATK,Light Screen DEF,Illuminate / Natural Cure,206,105,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,2,0,0,0,2,0.055,0.055,0.11,0.055,0.055,0.11,0.56,0.22,0,0.56,0.22,0
130,Skiploom 1,Skiploom,1,Docile,Persim Berry,Mega Drain,Confusion,Cotton Spore,Synthesis,Mega Drain ATK,Confusion ATK,Cotton Spore SPT,Synthesis DEF,Chlorophyll,196,100,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.56,0.22,0.22,0.56,0.22,0.22
131,Nuzleaf 1,Nuzleaf,1,Hardy,Sitrus Berry,Extrasensory,Fake Out,Razor Wind,Faint Attack,Extrasensory ATK,Fake Out ATK,Razor Wind ATK,Faint Attack ATK,Chlorophyll / Early Bird,156,80,0.61,0.07,0.32,0.61,0.07,0.32,1,4,0,0,0,0,0,1,0.195,0,0.195,0.195,0,0.195,0.61,0,0,0.61,0,0
132,Lombre 1,Lombre,1,Quirky,Lax Incense,Water Pulse,Fake Out,Brick Break,Absorb,Water Pulse ATK,Fake Out ATK,Brick Break ATK,Absorb ATK,Swift Swim / Rain Dish,136,70,0.56,0.22,0.22,0.56,0.22,0.22,1,4,0,0,0,0,0,1,0.22,0,0.22,0.22,0,0.22,0.56,0,0,0.56,0,0
133,Vibrava 1,Vibrava,1,Quirky,Cheri Berry,DragonBreath,Dig,Screech,Rock Tomb,DragonBreath ATK,Dig ATK,Screech SPT,Rock Tomb ATK,Levitate,176,90,0.56,0.22,0.22,0.56,0.22,0.22,1,3,0,0,1,1,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
134,Rhyhorn 1,Rhyhorn,1,Hardy,Focus Band,Rock Blast,Dig,Scary Face,Roar,Rock Blast ATK,Dig ATK,Scary Face SPT,Roar SPT,Lightningrod / Rock Head,86,45,0.61,0.07,0.32,0.61,0.07,0.32,1,2,0,0,1,2,0,2,0.035,0,0.035,0.035,0,0.035,0.61,0,0.32,0.61,0,0.32
135,Clamperl 1,Clamperl,1,Docile,DeepSeaScale,Dive,Toxic,Iron Defense,Double Team,Dive ATK,Toxic SPT,Iron Defense DEF,Double Team DEF,Shell Armor,100,52,0.56,0.22,0.22,0.56,0.22,0.22,1,1,1,2,1,1,1,3,0,0,0,0,0,0,0.56,0.22,0.22,0.56,0.22,0.22
136,Pidgeotto 1,Pidgeotto,1,Quirky,White Herb,Aerial Ace,Quick Attack,FeatherDance,Sand-Attack,Aerial Ace ATK,Quick Attack ATK,FeatherDance SPT,Sand-Attack SPT,Keen Eye,178,91,0.56,0.22,0.22,0.56,0.22,0.22,1,2,0,0,1,2,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
137,Growlithe 1,Growlithe,1,Docile,Rawst Berry,Flame Wheel,Bite,Roar,Agility,Flame Wheel ATK,Bite ATK,Roar SPT,Agility DEF,Intimidate / Flash Fire,156,80,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.56,0.22,0.22,0.56,0.22,0.22
138,Farfetch'd 1,Farfetch'd,1,Relaxed,Stick,Slash,Knock Off,Swords Dance,Agility,Slash ATK,Knock Off ATK,Swords Dance DEF,Agility DEF,Keen Eye / Inner Focus,140,72,0.25,0.15,0.6,0.75,0.15,0.1,1,2,1,2,0,0,0,2,0.15,0.15,0.3,0.025,0.025,0.05,0.25,0.15,0,0.75,0.15,0
139,Omanyte 1,Omanyte,1,Quirky,Sitrus Berry,Mud Shot,Water Gun,AncientPower,Tickle,Mud Shot ATK,Water Gun ATK,AncientPower ATK,Tickle SPT,Swift Swim / Shell Armor,106,55,0.56,0.22,0.22,0.56,0.22,0.22,1,3,0,0,1,1,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
140,Kabuto 1,Kabuto,1,Hardy,Sitrus Berry,Mega Drain,AncientPower,Sand-Attack,Protect,Mega Drain ATK,AncientPower ATK,Sand-Attack SPT,Protect DEF,Swift Swim / Battle Armor,146,75,0.61,0.07,0.32,0.61,0.07,0.32,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.61,0.07,0.32,0.61,0.07,0.32
141,Lileep 1,Lileep,1,Docile,Lax Incense,AncientPower,Acid,Ingrain,Confuse Ray,AncientPower ATK,Acid ATK,Ingrain DEF,Confuse Ray SPT,Suction Cups,82,43,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.56,0.22,0.22,0.56,0.22,0.22
142,Anorith 1,Anorith,1,Hardy,Scope Lens,Metal Claw,Fury Cutter,AncientPower,Water Gun,Metal Claw ATK,Fury Cutter ATK,AncientPower ATK,Water Gun ATK,Battle Armor,186,95,0.61,0.07,0.32,0.61,0.07,0.32,1,4,0,0,0,0,0,1,0.195,0,0.195,0.195,0,0.195,0.61,0,0,0.61,0,0
143,Aipom 1,Aipom,1,Relaxed,Silk Scarf,Fury Swipes,Sand-Attack,Baton Pass,Agility,Fury Swipes ATK,Sand-Attack SPT,Baton Pass DEF,Agility DEF,Run Away / Pickup,185,94,0.25,0.15,0.6,0.75,0.15,0.1,1,1,1,2,1,1,1,3,0,0,0,0,0,0,0.25,0.15,0.6,0.75,0.15,0.1
144,Elekid 1,Elekid,1,Naive,Cheri Berry,ThunderPunch,Quick Attack,Swift,Light Screen,ThunderPunch ATK,Quick Attack ATK,Swift ATK,Light Screen DEF,Static,248,127,0.56,0.22,0.22,0.56,0.22,0.22,1,3,1,1,0,0,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0.22,0,0.56,0.22,0
145,Loudred 1,Loudred,1,Relaxed,Focus Band,Stomp,Howl,Astonish,Supersonic,Stomp ATK,Howl DEF,Astonish ATK,Supersonic SPT,Soundproof,118,61,0.25,0.15,0.6,0.75,0.15,0.1,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.25,0.15,0.6,0.75,0.15,0.1
146,Spinda 1,Spinda,1,Relaxed,Sitrus Berry,Dizzy Punch,Teeter Dance,Psybeam,Faint Attack,Dizzy Punch ATK,Teeter Dance SPT,Psybeam ATK,Faint Attack ATK,Own Tempo,140,72,0.25,0.15,0.6,0.75,0.15,0.1,1,3,0,0,1,1,0,2,0.075,0,0.075,0.075,0,0.075,0.25,0,0.6,0.75,0,0.1
147,Nidorina 1,Nidorina,1,Quirky,Focus Band,Double Kick,Bite,Aerial Ace,Flatter,Double Kick ATK,Bite ATK,Aerial Ace ATK,Flatter SPT,Poison Point,148,76,0.56,0.22,0.22,0.56,0.22,0.22,1,3,0,0,1,1,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
148,Nidorino 1,Nidorino,1,Quirky,Focus Band,Double Kick,Water Pulse,Mud-Slap,Flatter,Double Kick ATK,Water Pulse ATK,Mud-Slap ATK,Flatter SPT,Poison Point,166,85,0.56,0.22,0.22,0.56,0.22,0.22,1,3,0,0,1,1,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
149,Flaaffy 1,Flaaffy,1,Mild,Magnet,Shock Wave,Thunder Wave,Cotton Spore,Light Screen,Shock Wave ATK,Thunder Wave SPT,Cotton Spore SPT,Light Screen DEF,Static,126,65,0.44,0.5,0.06,0.34,0.06,0.6,1,1,1,1,1,2,1,3,0,0,0,0,0,0,0.44,0.5,0.06,0.34,0.06,0.6
150,Magby 1,Magby,1,Docile,Lax Incense,Fire Punch,SmokeScreen,Confuse Ray,Smog,Fire Punch ATK,SmokeScreen SPT,Confuse Ray SPT,Smog ATK,Flame Body,202,103,0.56,0.22,0.22,0.56,0.22,0.22,1,2,0,0,1,2,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
